"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009145","purine nucleoside triphosphate biosynthetic process","40/2715","112/18986",0.357142857142857,2.49750065772165,6.49272715687611,1.20170973261431e-08,5.99370283391702e-06,5.1433709892927e-06,"ATP5MJ/ATP5PO/NDUFAB1/ATP5MG/ATP5MC3/ATP5F1C/ATP5PF/ATP5F1B/NDUFS5/NDUFA12/NDUFB5/COX11/NDUFA2/NDUFS8/NME1/ATP5MF/NDUFC2/NDUFB4/NDUFA8/NDUFA5/NDUFS3/ATP5PD/NDUFA1/ATP5F1A/NDUFA7/NDUFA11/ND6/NDUFB10/SDHB/NDUFV2/PPARA/NDUFB7/ADK/DMAC2L/ATP6V1A/ATPSCKMT/NUDT2/NDUFC1/NDUFB2/NME7",40
"GO:0022904","respiratory electron transport chain","43/2715","125/18986",0.344,2.4055926335175,6.44043522361815,1.26183217556148e-08,5.99370283391702e-06,5.1433709892927e-06,"COX5B/NDUFAB1/COX7B/UQCRH/UQCR10/NDUFS5/NDUFA12/UQCRFS1/MDH1/NDUFB5/CHCHD2/SNCA/UQCRC2/NDUFA2/COX6B1/NDUFS8/COX6C/SLC25A12/NDUFC2/NDUFB4/NDUFA4/NDUFA8/NDUFA5/COX5A/NDUFS3/NDUFA1/GHITM/NDUFA7/SLC25A18/ND6/NDUFB10/SDHB/NDUFV2/NDUFAF1/DGUOK/CCNB1/DLD/NDUFB7/UQCRC1/NDUFC1/PPARGC1A/NDUFB2/IMMP2L",43
"GO:0006754","ATP biosynthetic process","37/2715","100/18986",0.37,2.58741068139963,6.50133284232418,1.41277634897682e-08,6.23135282495131e-06,5.34730536898443e-06,"ATP5MJ/ATP5PO/NDUFAB1/ATP5MG/ATP5MC3/ATP5F1C/ATP5PF/ATP5F1B/NDUFS5/NDUFA12/NDUFB5/COX11/NDUFA2/NDUFS8/ATP5MF/NDUFC2/NDUFB4/NDUFA8/NDUFA5/NDUFS3/ATP5PD/NDUFA1/ATP5F1A/NDUFA7/NDUFA11/ND6/NDUFB10/SDHB/NDUFV2/PPARA/NDUFB7/DMAC2L/ATP6V1A/ATPSCKMT/NUDT2/NDUFC1/NDUFB2",37
"GO:0009150","purine ribonucleotide metabolic process","89/2715","348/18986",0.255747126436782,1.7884401261616,6.06375690525228,1.65280871131271e-08,6.80406252823732e-06,5.83876424754258e-06,"ZBTB20/HINT1/ATP5MJ/ATP5PO/NDUFAB1/ATP5MG/ATP5MC3/ATP5F1C/GUCY1B1/ATP5PF/ATP5F1B/PDE4C/NDUFS5/NDUFA12/NDUFB5/COX11/NDUFA2/NDUFS8/NME1/ATP5MF/HSPA8/MPP1/LDHA/NDUFC2/PGK1/NDUFB4/NDUFA8/DDIT4/NDUFA5/ATP6V1B2/NDUFS3/ATP5PD/FLCN/NDUFA1/CTNS/EFL1/ATP5F1A/MAGI3/HTR2A/PFKFB3/NDUFA7/NDUFA11/ND6/HPRT1/ENO2/NDUFB10/SDHB/NDUFV2/RAN/EPHA2/UCHL1/PPP2CA/LRRK2/PPARA/INSR/NUDT9/NDUFB7/GDA/GART/TIGAR/ADK/DMAC2L/TJP2/IGF1/ADCY1/AK4/GPI/MTOR/HSPA1B/PDE1A/ATP6V1A/ATPSCKMT/DNM1L/CACNB4/HSPA1A/NUDT11/ATP1A2/NUDT2/NDUFC1/RORA/GUCY1A2/NDUFB2/PAPSS1/PDE10A/NME7/GCK/BLOC1S6/GMPR2/HK2",89
"GO:0010257","NADH dehydrogenase complex assembly","27/2715","62/18986",0.435483870967742,3.0453395116735,6.58927872228043,2.31799768546621e-08,8.08001658443002e-06,6.93369758977553e-06,"NDUFAB1/NDUFS5/NDUFA12/NDUFB5/NDUFA2/NDUFS8/NDUFC2/DMAC1/NDUFB4/NDUFA8/COA1/NDUFA5/NDUFS3/NDUFA1/TMEM126A/NDUFA11/ND6/NDUFB10/NDUFAF1/NDUFB7/NDUFAF8/TMEM126B/NDUFC1/DMAC2/NDUFB2/NDUFAF4/NDUFAF6",27
"GO:0032981","mitochondrial respiratory chain complex I assembly","27/2715","62/18986",0.435483870967742,3.0453395116735,6.58927872228043,2.31799768546621e-08,8.08001658443002e-06,6.93369758977553e-06,"NDUFAB1/NDUFS5/NDUFA12/NDUFB5/NDUFA2/NDUFS8/NDUFC2/DMAC1/NDUFB4/NDUFA8/COA1/NDUFA5/NDUFS3/NDUFA1/TMEM126A/NDUFA11/ND6/NDUFB10/NDUFAF1/NDUFB7/NDUFAF8/TMEM126B/NDUFC1/DMAC2/NDUFB2/NDUFAF4/NDUFAF6",27
"GO:0009144","purine nucleoside triphosphate metabolic process","71/2715","259/18986",0.274131274131274,1.91700050484581,6.06971705755253,2.35530847805248e-08,8.08001658443002e-06,6.93369758977553e-06,"ZBTB20/ATP5MJ/ATP5PO/NDUFAB1/ATP5MG/ATP5MC3/ATP5F1C/ATP5PF/ATP5F1B/NDUFS5/NDUFA12/NDUFB5/COX11/NDUFA2/NDUFS8/NME1/ATP5MF/HSPA8/LDHA/NDUFC2/PGK1/SAMHD1/NDUFB4/NDUFA8/DDIT4/NDUFA5/ATP6V1B2/NDUFS3/ATP5PD/FLCN/NDUFA1/CTNS/EFL1/ATP5F1A/HTR2A/PFKFB3/NDUFA7/NDUFA11/ND6/ENO2/NDUFB10/SDHB/NDUFV2/RAN/DGUOK/UCHL1/PPP2CA/LRRK2/PPARA/INSR/NDUFB7/TIGAR/ADK/DMAC2L/IGF1/AK4/GPI/MTOR/HSPA1B/ATP6V1A/ATPSCKMT/DNM1L/HSPA1A/ATP1A2/NUDT2/NDUFC1/NDUFB2/NME7/GCK/BLOC1S6/HK2",71
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process","39/2715","111/18986",0.351351351351351,2.4570006470559,6.28869958980812,3.05735867904412e-08,9.54903267224547e-06,8.19430308494928e-06,"ATP5MJ/ATP5PO/NDUFAB1/ATP5MG/ATP5MC3/ATP5F1C/ATP5PF/ATP5F1B/NDUFS5/NDUFA12/NDUFB5/COX11/NDUFA2/NDUFS8/NME1/ATP5MF/NDUFC2/NDUFB4/NDUFA8/NDUFA5/NDUFS3/ATP5PD/NDUFA1/ATP5F1A/NDUFA7/NDUFA11/ND6/NDUFB10/SDHB/NDUFV2/PPARA/NDUFB7/DMAC2L/ATP6V1A/ATPSCKMT/NUDT2/NDUFC1/NDUFB2/NME7",39
"GO:0009259","ribonucleotide metabolic process","92/2715","368/18986",0.25,1.74825046040516,5.92089670138049,3.092804104371e-08,9.54903267224547e-06,8.19430308494928e-06,"ZBTB20/HINT1/ATP5MJ/ATP5PO/NDUFAB1/ATP5MG/ATP5MC3/ATP5F1C/GUCY1B1/ATP5PF/ATP5F1B/PDE4C/NDUFS5/NDUFA12/NDUFB5/COX11/NDUFA2/NDUFS8/NME1/ATP5MF/HSPA8/MPP1/LDHA/NDUFC2/PGK1/NDUFB4/DPYS/NDUFA8/DDIT4/NDUFA5/ATP6V1B2/NDUFS3/ATP5PD/FLCN/NDUFA1/CTNS/EFL1/ATP5F1A/MAGI3/HTR2A/PFKFB3/NDUFA7/NDUFA11/ND6/HPRT1/ENO2/NDUFB10/SDHB/NDUFV2/RAN/EPHA2/UCHL1/PPP2CA/LRRK2/PPARA/INSR/RNASEH2B/NUDT9/NDUFB7/GDA/GART/TIGAR/ADK/DMAC2L/TJP2/IGF1/ADCY1/AK4/UPRT/GPI/MTOR/HSPA1B/PDE1A/ATP6V1A/ATPSCKMT/DNM1L/CACNB4/HSPA1A/NUDT11/ATP1A2/NUDT2/NDUFC1/RORA/GUCY1A2/NDUFB2/PAPSS1/PDE10A/NME7/GCK/BLOC1S6/GMPR2/HK2",92
"GO:0019693","ribose phosphate metabolic process","93/2715","376/18986",0.247340425531915,1.72965205125191,5.83740248677072,4.50697937330888e-08,1.32526655381821e-05,1.13724983284396e-05,"ZBTB20/HINT1/ATP5MJ/ATP5PO/NDUFAB1/ATP5MG/ATP5MC3/ATP5F1C/GUCY1B1/ATP5PF/ATP5F1B/PDE4C/NDUFS5/NDUFA12/NDUFB5/COX11/NDUFA2/NDUFS8/NME1/ATP5MF/HSPA8/MPP1/PRPS2/LDHA/NDUFC2/PGK1/NDUFB4/DPYS/NDUFA8/DDIT4/NDUFA5/ATP6V1B2/NDUFS3/ATP5PD/FLCN/NDUFA1/CTNS/EFL1/ATP5F1A/MAGI3/HTR2A/PFKFB3/NDUFA7/NDUFA11/ND6/HPRT1/ENO2/NDUFB10/SDHB/NDUFV2/RAN/EPHA2/UCHL1/PPP2CA/LRRK2/PPARA/INSR/RNASEH2B/NUDT9/NDUFB7/GDA/GART/TIGAR/ADK/DMAC2L/TJP2/IGF1/ADCY1/AK4/UPRT/GPI/MTOR/HSPA1B/PDE1A/ATP6V1A/ATPSCKMT/DNM1L/CACNB4/HSPA1A/NUDT11/ATP1A2/NUDT2/NDUFC1/RORA/GUCY1A2/NDUFB2/PAPSS1/PDE10A/NME7/GCK/BLOC1S6/GMPR2/HK2",93
"GO:0015980","energy derivation by oxidation of organic compounds","89/2715","356/18986",0.25,1.74825046040516,5.82168441721485,5.16871890559615e-08,1.42895989517308e-05,1.22623210949095e-05,"COX5B/ATP5PO/NDUFAB1/COX7B/SORBS1/ATP5MG/ATP5F1C/ATP5PF/ATP5F1B/UQCRH/PANK2/UQCR10/NDUFS5/NDUFA12/UQCRFS1/MDH1/NDUFB5/CHCHD2/SNCA/UQCRC2/NDUFA2/COX6B1/NDUFS8/COX6C/ATP5MF/SLC25A12/FH/NDUFC2/NDUFB4/NDUFA4/NDUFA8/NDUFA5/COX5A/NDUFS3/ATP5PD/NDUFA1/ATP5F1A/GHITM/NDUFA7/NDUFA11/SUCLA2/UGP2/GABARAPL1/SLC25A18/ND6/OPN3/NDUFB10/ME3/SDHB/NDUFV2/NDUFAF1/IREB2/DGUOK/ATG2B/MSH2/CCNB1/DLD/INSR/TMEM135/C2orf69/NDUFB7/TIGAR/MRAP2/IGF1/GYG1/AK4/MTOR/IDH3G/ATPSCKMT/UQCRC1/NDUFC1/TP53/PPARGC1A/INPP5K/SLC25A14/PDHB/NDUFB2/PPP1R3E/IDH3B/IL6ST/RHOA/PPP1R2/SIRT3/GCK/IDE/IMMP2L/IDH3A/PHLDA2/PASK",89
"GO:0007005","mitochondrion organization","107/2715","452/18986",0.236725663716814,1.65542300233055,5.76088773841912,5.32244171481472e-08,1.42895989517308e-05,1.22623210949095e-05,"NDUFAB1/HIP1R/COA8/PANK2/NDUFS5/NDUFA12/UQCRFS1/NDUFB5/CHCHD2/SNCA/NDUFA2/NDUFS8/TRAK1/SLC25A5/APOO/FAM162A/TMEM14A/LMNA/IMMT/NDUFC2/DMAC1/NDUFB4/VPS35/MTX2/NDUFA8/MLLT11/COA1/NDUFA5/WDR81/CYRIB/NDUFS3/NDUFA1/MCL1/GHITM/TMEM70/TMEM126A/SLC25A4/NDUFA11/PSMD10/ND6/MYH14/SPG7/NDUFB10/MFF/ROMO1/NDUFAF1/RAP1GDS1/BCL2/LRRK2/CLN8/TMEM135/TIMM8A/ATPAF1/TOMM20/PRDX3/TOMM5/NDUFB7/HIGD1A/CIBAR1/NDUFAF8/CCAR2/PTCD2/FMC1/AGTPBP1/TMEM126B/AGK/PRMT6/IGF1/SLIRP/NOL3/DNM1L/STPG1/GDAP1/HSPA1A/SCO1/TIMM8B/SLC25A46/SQSTM1/NDUFC1/FASTKD3/TP53/SSBP1/PPARGC1A/DMAC2/MPV17/AFG3L2/UQCC5/NDUFB2/SIVA1/HSPA4/PHB1/ENDOG/CHCHD7/CEP89/TMEM242/LETM1/TIMM50/NDUFAF4/SLC25A36/POLDIP2/IMMP2L/HGF/DCN/COA5/HK2/UQCC1/NDUFAF6",107
"GO:1901293","nucleoside phosphate biosynthetic process","82/2715","321/18986",0.255451713395639,1.78637430222084,5.80431437861791,6.31840065708266e-08,1.59179321721221e-05,1.3659641262214e-05,"ATP5MJ/ATP5PO/NDUFAB1/ATP5MG/ATP5MC3/ATP5F1C/GUCY1B1/ATP5PF/ATP5F1B/PANK2/PARP10/NDUFS5/NDUFA12/NDUFB5/COX11/DIP2A/SNCA/NDUFA2/NDUFS8/ACACB/NME1/PDK3/ATP5MF/TPK1/PRPS2/NDUFC2/NDUFB4/MPC2/NMNAT2/NDUFA8/NDUFA5/CBR4/NDUFS3/ATP5PD/NDUFA1/ATP5F1A/NDUFA7/NDUFA11/UGP2/ND6/HPRT1/NDUFB10/SDHB/ACSL4/NDUFV2/ACOT7/ACSL3/DGUOK/DLD/PPARA/ACSS1/NDUFB7/CMAS/GART/ADK/DMAC2L/ADCY1/SLC52A3/AK4/UPRT/GPI/ATP6V1A/ATPSCKMT/AK9/ELOVL6/ACSL6/GNPDA2/NUDT2/PDK1/NDUFC1/GUCY1A2/PDHB/NDUFB2/PAPSS1/NME7/PGM3/PPCS/DCTD/MLYCD/ACSBG1/PTGIS/PANK3",82
"GO:0007409","axonogenesis","108/2715","459/18986",0.235294117647059,1.64541219802838,5.71773543546487,6.44450695227616e-08,1.59179321721221e-05,1.3659641262214e-05,"LHX2/MACF1/ARHGEF40/NFASC/NUMBL/SEMA4C/PARD3/STMN1/TRAK1/UNC5B/PAK1/TUBB3/DCLK1/C9orf72/SNAP25/BOC/RUFY3/PTPRO/SPG21/FYN/SEMA6D/BMP7/NFIB/CTTN/SLIT2/PITPNA/NTN4/BRSK1/STK11/CYFIP2/SEMA3F/TRIO/OPHN1/NOTCH2/UCHL1/BCL2/PTCH1/SLITRK4/EVL/GOLGA4/CHN1/LRP4/KALRN/GLI3/NEFL/ATP8A2/NRXN1/SEMA3A/PLXNB1/CDKL5/LMO4/ERBB2/TIAM2/ATL1/NRDC/ROBO2/MAP1B/SLC9A6/PAFAH1B1/ADCY1/NEFH/EPHB6/SLITRK5/PALLD/EPHA7/RAPH1/RET/LRTM2/GAP43/CHL1/NRXN3/XK/EFNA5/PPP3CB/MCF2/DAG1/CCK/MAP3K13/SLC25A46/FGF13/LLGL1/AFG3L2/PLXNA3/PLXNB2/B4GALT6/FGFR2/NTNG1/PTK2/GLI2/BRAF/SKIL/NELL2/TBR1/EPHA3/EPHA4/FLOT1/FGF8/ANK3/TRIM46/PRKCQ/PLA2G10/HMCN2/ATOH7/PAX2/VASP/NRP2/FOXD1/DISC1",108
"GO:0097250","mitochondrial respirasome assembly","39/2715","114/18986",0.342105263157895,2.39234273529127,6.09077715408305,7.00152101244759e-08,1.6628612404563e-05,1.4269496670713e-05,"NDUFAB1/COA8/NDUFS5/NDUFA12/UQCRFS1/NDUFB5/NDUFA2/NDUFS8/NDUFC2/DMAC1/NDUFB4/NDUFA8/COA1/NDUFA5/NDUFS3/NDUFA1/TMEM70/TMEM126A/NDUFA11/ND6/NDUFB10/NDUFAF1/ATPAF1/NDUFB7/HIGD1A/NDUFAF8/FMC1/TMEM126B/SCO1/NDUFC1/FASTKD3/DMAC2/UQCC5/NDUFB2/TMEM242/NDUFAF4/COA5/UQCC1/NDUFAF6",39
"GO:0051656","establishment of organelle localization","113/2715","488/18986",0.23155737704918,1.61928116414576,5.66133024413694,7.93496908315982e-08,1.81475681809303e-05,1.55729568673008e-05,"BTBD8/KIF1B/SCRIB/SNCA/PARD3/COPS5/RAB11A/TRAK1/MAP4/PDCD6/LMNA/KIF3A/CHMP5/DYNC1I1/SNAP25/TUBA1A/EML3/AP3M2/EZR/YWHAZ/LRPPRC/ZNF207/DNM3/TMED10/CPLX2/BCCIP/FCER1A/STK11/CDC42/ACTR10/CUL3/STAM/DYNC1H1/EXOC8/SUN2/VAMP7/RAN/CADPS/UCHL1/CCNB1/LRRK2/SNAP29/PPFIA2/GJA1/CEP83/TCIRG1/LGALS9/MEIOC/NEFL/KIFAP3/IRAG2/MKKS/ARL6/SYNJ1/MARK1/TRAPPC2L/FAM83D/AGTPBP1/EXOC4/MAP1B/TRAPPC1/PAFAH1B1/NEFH/NUMA1/PPP6C/LYN/SPIRE2/KIF1C/LIMK2/NPM1/SEH1L/SNAP91/EXOC2/SEC16B/SPDL1/DNM1L/BBS7/FOXF1/ECT2/EXOC7/MAD2L1/ARHGAP21/MYO5B/TRAPPC2B/LLGL1/TRAPPC4/SAR1A/ATM/CHMP2B/CHMP2A/FGR/NUP88/LLGL2/SDC4/TEX14/TRAPPC12/BLOC1S6/RAB1A/YKT6/RIOK2/UNC13A/MCPH1/TRIM46/SNX4/C17orf75/GATA2/MYO5A/TRIM58/TMEM230/CFL1/TRAPPC11/SDC1/ZW10",113
