"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002227","innate immune response in mucosa","7/199","28/18986",0.25,23.8517587939699,12.4539038599768,1.22866938817962e-08,1.57216329775961e-06,1.38853181919403e-06,"H2BC7/DEFA1/DEFA4/LTF/DEFA1B/RNASE3/DEFA3",7
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","19/199","369/18986",0.0514905149051491,4.9125573667797,7.81127941823206,1.28130668114068e-08,1.57216329775961e-06,1.38853181919403e-06,"CD38/IGHG1/IGHG3/BTN3A1/IGLC1/IGKC/IGLC3/LIME1/IGHG2/FCER2/IGHA1/GBP1/OAS1/FCGR3B/IGHG4/LTF/CD24/IGHM/IGLC7",19
"GO:0002449","lymphocyte mediated immunity","19/199","386/18986",0.0492227979274611,4.69620121332049,7.55085110898547,2.63665349837949e-08,3.08111794524917e-06,2.72123787125983e-06,"IGHG1/IGHG3/FUT7/IGLC2/IGLL5/IGLC1/IGKC/IGLC3/CD7/IGHG2/FCER2/RSAD2/IGHA1/GZMM/FCGR3B/IGHG4/SERPING1/IGHM/IGLC7",19
"GO:0002443","leukocyte mediated immunity","21/199","485/18986",0.0432989690721649,4.13102626534736,7.18891088076585,4.30924622495823e-08,4.65616758828362e-06,4.11231890545017e-06,"IGHG1/IGHG3/FUT7/IGLC2/IGLL5/IGLC1/IGKC/IGLC3/CD7/IGHG2/FCER2/RSAD2/IGHA1/GZMM/ADAM17/FCGR3B/IGHG4/CTSG/SERPING1/IGHM/IGLC7",21
"GO:0034340","response to type I interferon","10/199","92/18986",0.108695652173913,10.3703299104217,9.27235309132391,4.36397125226257e-08,4.65616758828362e-06,4.11231890545017e-06,"OASL/IFI27/STAT1/OAS3/OAS2/IFIT1/OAS1/IFIH1/MX1/USP18",10
"GO:0050851","antigen receptor-mediated signaling pathway","14/199","212/18986",0.0660377358490566,6.30046458708638,7.98742111905528,5.44397169850509e-08,5.56646106172145e-06,4.91628847685174e-06,"CD38/IGHG1/IGHG3/BTN3A1/IGLC1/IGKC/IGLC3/LIME1/IGHG2/IGHA1/GBP1/IGHG4/IGHM/IGLC7",14
"GO:0016032","viral process","20/199","452/18986",0.0442477876106195,4.22155022902121,7.13432133511186,6.4768810513e-08,6.35770643995608e-06,5.61511498300071e-06,"TOP2A/CDK1/OASL/IFI27/SIVA1/TRIM22/STAT1/OAS3/OAS2/PTX3/RSAD2/IFIT5/IFIT1/OAS1/IFIH1/MX1/LY6E/LTF/APOBEC3B/SIGLEC1",20
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","8/199","56/18986",0.142857142857143,13.6295764536971,9.74115859351708,1.16820932833624e-07,1.10260988143736e-05,9.73823079775029e-06,"IGHG1/IGHG3/IGHG2/FCER2/IGHA1/IGHG4/SERPING1/IGHM",8
"GO:0002385","mucosal immune response","7/199","40/18986",0.175,16.6962311557789,10.227505843423,1.73932759975963e-07,1.58085552955931e-05,1.396208782809e-05,"H2BC7/DEFA1/DEFA4/LTF/DEFA1B/RNASE3/DEFA3",7
"GO:0000819","sister chromatid segregation","14/199","235/18986",0.0595744680851064,5.68382337218005,7.43575967523828,1.9489549863817e-07,1.7081198344931e-05,1.50860838983455e-05,"TOP2A/NUSAP1/ZWINT/CDK1/BUB1/CCNB1/TPX2/DLGAP5/CDCA5/MYBL2/UBE2C/CDC20/BIRC5/BCL7C",14
"GO:0006958","complement activation, classical pathway","7/199","42/18986",0.166666666666667,15.9011725293132,9.94975454437444,2.47269437932849e-07,2.09241103685246e-05,1.84801369402445e-05,"IGHG1/IGHG3/IGHG2/IGHA1/IGHG4/SERPING1/IGHM",7
"GO:0071357","cellular response to type I interferon","9/199","86/18986",0.104651162790698,9.98445716956877,8.59435497423132,2.91989872607383e-07,2.38847715792839e-05,2.10949876385474e-05,"OASL/IFI27/STAT1/OAS3/OAS2/IFIT1/OAS1/IFIH1/USP18",9
"GO:0098813","nuclear chromosome segregation","16/199","324/18986",0.0493827160493827,4.71145852720392,6.934915054909,3.32989709925194e-07,2.63598951018202e-05,2.3281012317011e-05,"TOP2A/NUSAP1/ZWINT/CDK1/BUB1/CCNB1/TPX2/DLGAP5/CCNB2/CDCA5/MYBL2/UBE2C/CDC20/PTTG1/BIRC5/BCL7C",16
"GO:0002251","organ or tissue specific immune response","7/199","44/18986",0.159090909090909,15.178391959799,9.69044055045421,3.45057780887262e-07,2.64616185717919e-05,2.33708543041735e-05,"H2BC7/DEFA1/DEFA4/LTF/DEFA1B/RNASE3/DEFA3",7
"GO:0006956","complement activation","8/199","67/18986",0.119402985074627,11.3918847971199,8.76972060899319,4.86090990351893e-07,3.6147493646168e-05,3.19254018862695e-05,"IGHG1/IGHG3/CFP/IGHG2/IGHA1/IGHG4/SERPING1/IGHM",8
"GO:0002429","immune response-activating cell surface receptor signaling pathway","16/199","336/18986",0.0476190476190476,4.54319215123235,6.74416282753984,5.41201782924044e-07,3.90620345675178e-05,3.44995192272634e-05,"CD38/IGHG1/IGHG3/BTN3A1/IGLC1/IGKC/IGLC3/LIME1/IGHG2/IGHA1/GBP1/OAS1/IGHG4/LTF/IGHM/IGLC7",16
"GO:0032640","tumor necrosis factor production","12/199","188/18986",0.0638297872340425,6.08981075590719,7.21818250186581,7.17145869091169e-07,4.77164046236137e-05,4.21430434178444e-05,"TSPO/OAS3/HSPB1/MIF/OAS2/OAS1/IFIH1/LRRK2/ADAM17/MMP8/LTF/BPI",12
"GO:0032680","regulation of tumor necrosis factor production","12/199","188/18986",0.0638297872340425,6.08981075590719,7.21818250186581,7.17145869091169e-07,4.77164046236137e-05,4.21430434178444e-05,"TSPO/OAS3/HSPB1/MIF/OAS2/OAS1/IFIH1/LRRK2/ADAM17/MMP8/LTF/BPI",12
"GO:0031640","killing of cells of another organism","10/199","124/18986",0.0806451612903226,7.69411573999027,7.69685509770914,7.38884831172503e-07,4.77164046236137e-05,4.21430434178444e-05,"FCER2/GBP1/GZMM/DEFA1/DEFA4/LTF/GBP5/DEFA1B/CTSG/DEFA3",10
"GO:0141061","disruption of cell in another organism","10/199","124/18986",0.0806451612903226,7.69411573999027,7.69685509770914,7.38884831172503e-07,4.77164046236137e-05,4.21430434178444e-05,"FCER2/GBP1/GZMM/DEFA1/DEFA4/LTF/GBP5/DEFA1B/CTSG/DEFA3",10
"GO:0141060","disruption of anatomical structure in another organism","10/199","127/18986",0.078740157480315,7.51236497447869,7.57851969066778,9.21544202870849e-07,5.67293857237986e-05,5.01032922426549e-05,"FCER2/GBP1/GZMM/DEFA1/DEFA4/LTF/GBP5/DEFA1B/CTSG/DEFA3",10
"GO:0071706","tumor necrosis factor superfamily cytokine production","12/199","193/18986",0.0621761658031088,5.93204363787851,7.08778653642124,9.47801472973e-07,5.67293857237986e-05,5.01032922426549e-05,"TSPO/OAS3/HSPB1/MIF/OAS2/OAS1/IFIH1/LRRK2/ADAM17/MMP8/LTF/BPI",12
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","12/199","193/18986",0.0621761658031088,5.93204363787851,7.08778653642124,9.47801472973e-07,5.67293857237986e-05,5.01032922426549e-05,"TSPO/OAS3/HSPB1/MIF/OAS2/OAS1/IFIH1/LRRK2/ADAM17/MMP8/LTF/BPI",12
"GO:0000070","mitotic sister chromatid segregation","12/199","194/18986",0.0618556701030928,5.90146609335337,7.06225650007986,1.00112419592213e-06,5.84942565903075e-05,5.16620230426986e-05,"NUSAP1/ZWINT/CDK1/BUB1/CCNB1/TPX2/DLGAP5/CDCA5/MYBL2/UBE2C/CDC20/BIRC5",12
"GO:0050830","defense response to Gram-positive bacterium","10/199","130/18986",0.0769230769230769,7.33900270583688,7.46398829715677,1.14247664851311e-06,6.52008766383991e-05,5.75852979017989e-05,"H2BC7/ADAM17/DEFA1/DEFA4/LTF/DEFA1B/RNASE1/RNASE3/CTSG/DEFA3",10
"GO:0009620","response to fungus","8/199","78/18986",0.102564102564103,9.78533694111584,8.00176971021761,1.58367372207842e-06,8.76784633810595e-05,7.74374624036381e-05,"PTX3/DEFA1/DEFA4/LTF/MPO/DEFA1B/CTSG/DEFA3",8
"GO:1901992","positive regulation of mitotic cell cycle phase transition","9/199","105/18986",0.0857142857142857,8.17774587221823,7.59055187703868,1.60779578327126e-06,8.76784633810595e-05,7.74374624036381e-05,"RRM2/CDK1/CCNB1/DLGAP5/CDCA5/UBE2C/CDC20/BIRC5/ADAM17",9
"GO:0050829","defense response to Gram-negative bacterium","9/199","107/18986",0.0841121495327103,8.02489080918612,7.49972078826272,1.88408076652447e-06,0.000100511613066327,8.87716773060383e-05,"DEFA1/DEFA4/LTF/BPI/DEFA1B/RNASE3/CTSG/DEFA3/IGHM",9
"GO:0032760","positive regulation of tumor necrosis factor production","9/199","108/18986",0.0833333333333333,7.95058626465662,7.45518536051998,2.03693338399258e-06,0.000104138219256621,9.19746894219458e-05,"OAS3/HSPB1/MIF/OAS2/OAS1/IFIH1/LRRK2/ADAM17/MMP8",9
"GO:0033045","regulation of sister chromatid segregation","9/199","108/18986",0.0833333333333333,7.95058626465662,7.45518536051998,2.03693338399258e-06,0.000104138219256621,9.19746894219458e-05,"ZWINT/CDK1/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5/BCL7C",9
"GO:0140888","interferon-mediated signaling pathway","9/199","112/18986",0.0803571428571429,7.6666367552046,7.28260826407744,2.76016844190325e-06,0.000135469067128611,0.000119646038355343,"OASL/IFI27/STAT1/PARP14/OAS3/OAS2/OAS1/IFIH1/USP18",9
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","9/199","112/18986",0.0803571428571429,7.6666367552046,7.28260826407744,2.76016844190325e-06,0.000135469067128611,0.000119646038355343,"OAS3/HSPB1/MIF/OAS2/OAS1/IFIH1/LRRK2/ADAM17/MMP8",9
"GO:0060337","type I interferon-mediated signaling pathway","8/199","85/18986",0.0941176470588235,8.97948566361218,7.58831047761647,3.05332689823417e-06,0.000146918906044444,0.000129758515654575,"OASL/IFI27/STAT1/OAS3/OAS2/OAS1/IFIH1/USP18",8
"GO:0010965","regulation of mitotic sister chromatid separation","7/199","62/18986",0.112903225806452,10.7717620359864,7.9316835475266,3.77623531752716e-06,0.000178209259023301,0.000157394099570616,"ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5",7
"GO:0051306","mitotic sister chromatid separation","7/199","65/18986",0.107692307692308,10.2746037881716,7.70873510551099,5.20576091375594e-06,0.000241036552497303,0.00021288305305707,"ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5",7
"GO:0071222","cellular response to lipopolysaccharide","12/199","228/18986",0.0526315789473684,5.02142290399365,6.28719638583575,5.37500465357413e-06,0.00024426410036798,0.000215733617577176,"TSPO/CMPK2/MIF/DEFA1/MMP8/DEFA4/LTF/BPI/GBP5/DEFA1B/CTSG/DEFA3",12
"GO:0030071","regulation of mitotic metaphase/anaphase transition","8/199","93/18986",0.0860215053763441,8.20705678932296,7.17054354350077,6.0158208157289e-06,0.000268414986941795,0.000237063637504035,"ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5/BCL7C",8
"GO:0050832","defense response to fungus","7/199","67/18986",0.104477611940299,9.96789919747994,7.56801792426622,6.3888584608579e-06,0.000279968904695452,0.000247268037047113,"DEFA1/DEFA4/LTF/MPO/DEFA1B/CTSG/DEFA3",7
"GO:1901989","positive regulation of cell cycle phase transition","9/199","125/18986",0.072,6.86930653266332,6.77583094539811,6.83290276841421e-06,0.000294174445503307,0.000259814345340071,"RRM2/CDK1/CCNB1/DLGAP5/CDCA5/UBE2C/CDC20/BIRC5/ADAM17",9
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","8/199","96/18986",0.0833333333333333,7.95058626465662,7.02658325843983,7.62577141396275e-06,0.000322649018101113,0.000284963037048082,"ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5/BCL7C",8
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","8/199","97/18986",0.0824742268041237,7.86862145780449,6.97997853973214,8.23736579714701e-06,0.000342618570613538,0.000302600110193144,"ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5/BCL7C",8
"GO:0071219","cellular response to molecule of bacterial origin","12/199","242/18986",0.0495867768595041,4.73092736409319,6.01168837900688,9.84194394383079e-06,0.000402535507302679,0.000355518641760484,"TSPO/CMPK2/MIF/DEFA1/MMP8/DEFA4/LTF/BPI/GBP5/DEFA1B/CTSG/DEFA3",12
"GO:0044784","metaphase/anaphase transition of cell cycle","8/199","100/18986",0.08,7.63256281407035,6.84407090589553,1.0326386592107e-05,0.000409068421320304,0.000361288499763439,"ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5/BCL7C",8
"GO:0002237","response to molecule of bacterial origin","15/199","375/18986",0.04,3.81628140703518,5.66904557673878,1.03350619893475e-05,0.000409068421320304,0.000361288499763439,"TSPO/CMPK2/MIF/ADAM17/DEFA1/MMP8/DEFA4/LTF/CD24/BPI/MPO/GBP5/DEFA1B/CTSG/DEFA3",15
"GO:0007059","chromosome segregation","16/199","429/18986",0.0372960372960373,3.55830434222394,5.51607409766231,1.24740585271095e-05,0.000485894279770266,0.000429140960857452,"TOP2A/NUSAP1/ZWINT/CDK1/BUB1/CCNB1/TPX2/DLGAP5/CCNB2/CDCA5/MYBL2/UBE2C/CDC20/PTTG1/BIRC5/BCL7C",16
"GO:0051983","regulation of chromosome segregation","9/199","135/18986",0.0666666666666667,6.36046901172529,6.43288219908594,1.27658938529693e-05,0.000489492242424792,0.000432318675053681,"ZWINT/CDK1/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5/BCL7C",9
"GO:0045931","positive regulation of mitotic cell cycle","9/199","136/18986",0.0661764705882353,6.31370085722731,6.40050144073575,1.35482120281327e-05,0.000503747156318751,0.000444908589568185,"RRM2/CDK1/CCNB1/DLGAP5/CDCA5/UBE2C/CDC20/BIRC5/ADAM17",9
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","9/199","136/18986",0.0661764705882353,6.31370085722731,6.40050144073575,1.35482120281327e-05,0.000503747156318751,0.000444908589568185,"H2BC7/DEFA1/DEFA4/LTF/BPI/DEFA1B/RNASE3/CCL3L1/DEFA3",9
"GO:1905818","regulation of chromosome separation","7/199","77/18986",0.0909090909090909,8.67336683417085,6.94384732765757,1.6173494437637e-05,0.000592384408208375,0.000523192852271713,"ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5",7
"GO:0000280","nuclear division","16/199","451/18986",0.0354767184035477,3.38472852065204,5.27514063970964,2.30197062063985e-05,0.000821316308155671,0.000725385097796305,"TOP2A/NUSAP1/ZWINT/CDK1/BUB1/CCNB1/TPX2/DLGAP5/CCNB2/CDCA5/MYBL2/UBE2C/CDC20/PTTG1/BIRC5/CCNA1",16
"GO:0032496","response to lipopolysaccharide","14/199","354/18986",0.0395480225988701,3.77315958322687,5.42063140075035,2.32665464873125e-05,0.000821316308155671,0.000725385097796305,"TSPO/CMPK2/MIF/ADAM17/DEFA1/MMP8/DEFA4/LTF/BPI/MPO/GBP5/DEFA1B/CTSG/DEFA3",14
"GO:0001906","cell killing","12/199","264/18986",0.0454545454545455,4.33668341708543,5.61880509033273,2.34279305504878e-05,0.000821316308155671,0.000725385097796305,"IGHG1/FCER2/GBP1/GZMM/DEFA1/FCGR3B/DEFA4/LTF/GBP5/DEFA1B/CTSG/DEFA3",12
"GO:0071216","cellular response to biotic stimulus","12/199","269/18986",0.0446096654275093,4.25607591862659,5.53548481091667,2.81727435182323e-05,0.000973745247799183,0.000860010065293407,"TSPO/CMPK2/MIF/DEFA1/MMP8/DEFA4/LTF/BPI/GBP5/DEFA1B/CTSG/DEFA3",12
"GO:0051304","chromosome separation","7/199","84/18986",0.0833333333333333,7.95058626465662,6.57068008508955,2.86376558792988e-05,0.000976066771219435,0.000862060430635618,"ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5",7
"GO:0033047","regulation of mitotic sister chromatid segregation","6/199","58/18986",0.103448275862069,9.86969329405649,6.96263064069668,3.1625387312579e-05,0.00106313288308313,0.000938957065271811,"ZWINT/CDK1/BUB1/CCNB1/CDC20/BIRC5",6
"GO:0044772","mitotic cell cycle phase transition","16/199","467/18986",0.0342612419700214,3.26876351780315,5.10907203122562,3.50568739074085e-05,0.00116256173741595,0.0010267724519965,"RRM2/ZWINT/CDK1/BUB1/CCNA2/CCNB1/DLGAP5/CCNB2/CDCA5/UBE2C/CDC20/BIRC5/BCL7C/NOP53/ADAM17/CCNA1",16
"GO:0007088","regulation of mitotic nuclear division","8/199","121/18986",0.0661157024793388,6.30790315212426,6.02823802061946,4.14027781584878e-05,0.00135469890134572,0.00119646765232739,"NUSAP1/ZWINT/BUB1/CCNB1/DLGAP5/UBE2C/CDC20/BIRC5",8
"GO:0140014","mitotic nuclear division","12/199","282/18986",0.0425531914893617,4.05987383727146,5.3279967200899,4.46142693856503e-05,0.00144057127726823,0.00127230998151044,"NUSAP1/ZWINT/CDK1/BUB1/CCNB1/TPX2/DLGAP5/CDCA5/MYBL2/UBE2C/CDC20/BIRC5",12
"GO:1901970","positive regulation of mitotic sister chromatid separation","4/199","21/18986",0.19047619047619,18.1727686049294,8.10357513440626,6.0943970023133e-05,0.00194229223943855,0.0017154290400223,"DLGAP5/UBE2C/CDC20/BIRC5",4
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","9/199","167/18986",0.0538922155688623,5.14169650648452,5.53275395597707,6.85100915818344e-05,0.0021554328813054,0.00190367447458835,"NUSAP1/CDK1/CCNB1/TPX2/DLGAP5/STMN1/MYBL2/CDC20/BIRC5",9
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","9/199","178/18986",0.050561797752809,4.82395121675795,5.27538496887873,0.000111745292469745,0.00347117655342726,0.00306573693797741,"OASL/ABHD17A/OAS3/NOP53/DDX60/RSAD2/OAS1/IFIH1/GBP5",9
"GO:1901990","regulation of mitotic cell cycle phase transition","13/199","368/18986",0.0353260869565217,3.37035722088704,4.72578890348559,0.000142411309097684,0.00436846690657147,0.00385822217673858,"RRM2/ZWINT/CDK1/BUB1/CCNB1/DLGAP5/CDCA5/UBE2C/CDC20/BIRC5/BCL7C/NOP53/ADAM17",13
"GO:0090068","positive regulation of cell cycle process","11/199","274/18986",0.0401459854014599,3.83020944136742,4.85665074921845,0.000155125895940796,0.0045540086386846,0.00402209230345798,"RRM2/NUSAP1/CDK1/BUB1/CCNB1/DLGAP5/CDCA5/UBE2C/CDC20/BIRC5/ADAM17",11
"GO:0044403","biological process involved in symbiotic interaction","12/199","322/18986",0.0372670807453416,3.55554168357315,4.76005163033857,0.000156957111978172,0.0045540086386846,0.00402209230345798,"CDK1/IFI27/SIVA1/TRIM22/PTX3/IFIT1/LY6E/DEFA1/LTF/DEFA1B/CTSG/SIGLEC1",12
"GO:0007094","mitotic spindle assembly checkpoint signaling","5/199","49/18986",0.102040816326531,9.73541175264076,6.30128252901955,0.00015773868552901,0.0045540086386846,0.00402209230345798,"ZWINT/BUB1/CCNB1/CDC20/BIRC5",5
"GO:0071173","spindle assembly checkpoint signaling","5/199","49/18986",0.102040816326531,9.73541175264076,6.30128252901955,0.00015773868552901,0.0045540086386846,0.00402209230345798,"ZWINT/BUB1/CCNB1/CDC20/BIRC5",5
"GO:0071174","mitotic spindle checkpoint signaling","5/199","49/18986",0.102040816326531,9.73541175264076,6.30128252901955,0.00015773868552901,0.0045540086386846,0.00402209230345798,"ZWINT/BUB1/CCNB1/CDC20/BIRC5",5
"GO:0019755","one-carbon compound transport","4/199","27/18986",0.148148148148148,14.1343755816118,7.02888958203859,0.000170125673294702,0.0048545163054093,0.00428750013847971,"HBA2/UPK3A/HBA1/HBB",4
"GO:0031577","spindle checkpoint signaling","5/199","50/18986",0.1,9.54070351758794,6.22354231830075,0.000173786268269525,0.00490197129118868,0.00432941229724081,"ZWINT/BUB1/CCNB1/CDC20/BIRC5",5
"GO:0039530","MDA-5 signaling pathway","3/199","11/18986",0.272727272727273,26.0201005025126,8.54274851125427,0.000175902852566966,0.00490529091135606,0.00433234417984907,"OAS3/DDX60/IFIH1",3
"GO:0033046","negative regulation of sister chromatid segregation","5/199","51/18986",0.0980392156862745,9.35363089959602,6.1479572205351,0.000191050588572856,0.00508521437333648,0.00449125226041257,"ZWINT/BUB1/CCNB1/CDC20/BIRC5",5
"GO:0033048","negative regulation of mitotic sister chromatid segregation","5/199","51/18986",0.0980392156862745,9.35363089959602,6.1479572205351,0.000191050588572856,0.00508521437333648,0.00449125226041257,"ZWINT/BUB1/CCNB1/CDC20/BIRC5",5
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","5/199","51/18986",0.0980392156862745,9.35363089959602,6.1479572205351,0.000191050588572856,0.00508521437333648,0.00449125226041257,"ZWINT/BUB1/CCNB1/CDC20/BIRC5",5
